,[CCT LSU SUPERMIC] Number of Jobs Started,[GATECH KEENELAND] Number of Jobs Started,[GATECH KIDS] Number of Jobs Started,[IU BIGRED*] Number of Jobs Started,[LONI QUEENBEE] Number of Jobs Started,[NCAR FROST] Number of Jobs Started,[NCSA ABE] Number of Jobs Started,[NCSA COBALT] Number of Jobs Started,[NCSA DTF] Number of Jobs Started,[NCSA EMBER*] Number of Jobs Started,[NCSA FORGE] Number of Jobs Started,[NCSA LINCOLN] Number of Jobs Started,[NICS ATHENA] Number of Jobs Started,[NICS DARTER] Number of Jobs Started,[NICS KRAKEN] Number of Jobs Started,[NICS NAUTILUS] Number of Jobs Started,[ORNL NSTG] Number of Jobs Started,[OSG] Number of Jobs Started,[PSC BIGBEN] Number of Jobs Started,[PSC BLACKLIGHT] Number of Jobs Started,[PSC BRIDGES LARGE] Number of Jobs Started,[PSC BRIDGES] Number of Jobs Started,[PSC GREENFIELD] Number of Jobs Started,[PSC POPLE] Number of Jobs Started,[PURDUE CONDOR] Number of Jobs Started,[PURDUE STEELE] Number of Jobs Started,[SDSC COMET] Number of Jobs Started,[SDSC DASH] Number of Jobs Started,[SDSC GORDON] Number of Jobs Started,[SDSC TRESTLES] Number of Jobs Started,[Stanford XSTREAM] Number of Jobs Started,[TACC LONESTAR4] Number of Jobs Started,[TACC LONESTAR] Number of Jobs Started,[TACC LONGHORN] Number of Jobs Started,[TACC MAVERICK2] Number of Jobs Started,[TACC RANGER] Number of Jobs Started,[TACC SPUR] Number of Jobs Started,[TACC STAMPEDE] Number of Jobs Started
2011-06-15,,,,38.0,510.0,55.0,0.0,,,526.0,,59.0,158.0,,1505.0,110.0,39.0,,,163.0,,,,104.0,299.0,30510.0,,6.0,,6360.0,,251.0,,101.0,,617.0,8.0,
2011-06-16,,,,30.0,578.0,9.0,0.0,,,274.0,,104.0,332.0,,76.0,89.0,52.0,,,234.0,,,,75.0,552.0,8298.0,,2.0,,5681.0,,13.0,,69.0,,895.0,28.0,
2011-06-17,,,,110.0,459.0,10.0,0.0,,,296.0,,84.0,597.0,,425.0,142.0,33.0,,,169.0,,,,77.0,2261.0,6378.0,,5.0,,1940.0,,144.0,,65.0,,641.0,17.0,
2011-06-18,,,,27.0,181.0,10.0,0.0,,,368.0,,39.0,473.0,,313.0,45.0,63.0,,,73.0,,,,41.0,24.0,4711.0,,2.0,,467.0,,324.0,,70.0,,846.0,0.0,
2011-06-19,,,,39.0,233.0,10.0,0.0,,,262.0,,60.0,1370.0,,791.0,127.0,56.0,,,125.0,,,,29.0,53.0,3003.0,,4.0,,469.0,,179.0,,47.0,,929.0,0.0,
2011-06-20,,,,23.0,216.0,8.0,0.0,,,316.0,,89.0,722.0,,907.0,249.0,53.0,,,176.0,,,,118.0,1230.0,4718.0,,25.0,,461.0,,160.0,,96.0,,423.0,0.0,
2011-06-21,,,,19.0,287.0,25.0,0.0,,,579.0,,95.0,698.0,,1320.0,373.0,57.0,,,137.0,,,,90.0,2228.0,5197.0,,3.0,,506.0,,1071.0,,76.0,,932.0,3.0,
2011-06-22,,,,412.0,148.0,6.0,0.0,,,473.0,,39.0,164.0,,1408.0,213.0,54.0,,,101.0,,,,120.0,988.0,5848.0,,4.0,,858.0,,478.0,,111.0,,710.0,10.0,
2011-06-23,,,,739.0,357.0,5.0,0.0,,,1247.0,,130.0,723.0,,913.0,308.0,60.0,,,118.0,,,,130.0,281.0,14377.0,,2.0,,991.0,,533.0,,71.0,,919.0,1.0,
2011-06-24,,,,163.0,299.0,0.0,0.0,,,400.0,,68.0,362.0,,827.0,354.0,55.0,,,56.0,,,,463.0,2058.0,30610.0,,1.0,,1177.0,,26.0,,43.0,,1065.0,1.0,
2011-06-25,,,,10.0,221.0,2.0,0.0,,,98.0,,15.0,112.0,,580.0,255.0,55.0,,,36.0,,,,69.0,1219.0,15846.0,,1.0,,964.0,,265.0,,22.0,,778.0,0.0,
2011-06-26,,,,180.0,99.0,9.0,0.0,,,128.0,,0.0,60.0,,682.0,216.0,55.0,,,56.0,,,,35.0,276.0,15971.0,,0.0,,4158.0,,216.0,,21.0,,1017.0,1.0,
2011-06-27,,,,24.0,187.0,0.0,0.0,,,471.0,,19.0,218.0,,742.0,370.0,52.0,,,197.0,,,,73.0,999.0,8985.0,,1.0,,812.0,,12.0,,70.0,,876.0,1.0,
2011-06-28,,,,513.0,335.0,4.0,0.0,,,438.0,,50.0,385.0,,1396.0,349.0,61.0,,,86.0,,,,103.0,2758.0,11286.0,,2.0,,1226.0,,257.0,,12.0,,616.0,0.0,
2011-06-29,,,,66.0,267.0,6.0,0.0,,,251.0,,107.0,154.0,,321.0,684.0,54.0,,,156.0,,,,76.0,1667.0,9601.0,,0.0,,388.0,,477.0,,47.0,,804.0,8.0,
2011-06-30,,,,67.0,186.0,7.0,0.0,,,745.0,,73.0,267.0,,204.0,273.0,55.0,,,99.0,,,,30.0,512.0,9484.0,,0.0,,291.0,,410.0,,57.0,,1006.0,4.0,
2011-07-01,,,,29.0,129.0,3.0,0.0,,,542.0,,101.0,412.0,,485.0,203.0,48.0,,,83.0,,,,41.0,1094.0,4144.0,,0.0,,426.0,,0.0,,89.0,,1163.0,2.0,
2011-07-02,,,,32.0,162.0,1.0,0.0,,,226.0,,55.0,1676.0,,695.0,17.0,36.0,,,54.0,,,,37.0,276.0,3484.0,,0.0,,272.0,,29.0,,53.0,,1031.0,11.0,
2011-07-03,,,,30.0,99.0,2.0,0.0,,,299.0,,48.0,1122.0,,1062.0,6.0,37.0,,,42.0,,,,70.0,8.0,21208.0,,0.0,,458.0,,85.0,,33.0,,1135.0,1.0,
2011-07-04,,,,37.0,146.0,1.0,0.0,,,416.0,,16.0,159.0,,954.0,129.0,36.0,,,46.0,,,,29.0,24.0,6622.0,,0.0,,318.0,,515.0,,55.0,,916.0,6.0,
2011-07-05,,,,134.0,139.0,2.0,0.0,,,450.0,,123.0,136.0,,1294.0,150.0,34.0,,,658.0,,,,78.0,2385.0,10134.0,,8.0,,347.0,,471.0,,80.0,,758.0,15.0,
2011-07-06,,,,75.0,152.0,23.0,0.0,,,876.0,,79.0,97.0,,2010.0,148.0,38.0,,,193.0,,,,76.0,24.0,6667.0,,2.0,,436.0,,108.0,,35.0,,564.0,2.0,
2011-07-07,,,,77.0,268.0,2.0,0.0,,,952.0,,66.0,409.0,,210.0,424.0,36.0,,,143.0,,,,89.0,1024.0,2093.0,,0.0,,442.0,,548.0,,43.0,,902.0,2.0,
2011-07-08,,,,80.0,129.0,3.0,0.0,,,485.0,,18.0,445.0,,602.0,575.0,38.0,,,124.0,,,,58.0,1137.0,3178.0,,2.0,,432.0,,398.0,,52.0,,785.0,3.0,
2011-07-09,,,,651.0,137.0,1.0,0.0,,,557.0,,2.0,128.0,,1170.0,339.0,35.0,,,64.0,,,,82.0,24.0,839.0,,0.0,,130.0,,162.0,,23.0,,1085.0,0.0,
2011-07-10,,,,44.0,118.0,1.0,0.0,,,517.0,,7.0,282.0,,1372.0,345.0,36.0,,,68.0,,,,66.0,34.0,2548.0,,0.0,,179.0,,68.0,,23.0,,1334.0,0.0,
2011-07-11,,,,32.0,184.0,3.0,0.0,,,430.0,,12.0,438.0,,2236.0,39.0,34.0,,,311.0,,,,190.0,2204.0,3020.0,,0.0,,378.0,,388.0,,72.0,,939.0,5.0,
2011-07-12,,,,359.0,91.0,5.0,0.0,,,255.0,,74.0,315.0,,1918.0,8.0,34.0,,,219.0,,,,114.0,1211.0,2923.0,,3.0,,489.0,,106.0,,89.0,,926.0,11.0,
2011-07-13,,,,362.0,121.0,5.0,0.0,,,586.0,,327.0,635.0,,1323.0,438.0,33.0,,,140.0,,,,231.0,2884.0,2691.0,,1.0,,1751.0,,471.0,,69.0,,1053.0,26.0,
2011-07-14,,,,47.0,127.0,3.0,0.0,,,435.0,,2028.0,234.0,,1081.0,539.0,26.0,,,444.0,,,,86.0,2758.0,4041.0,,2.0,,4149.0,,464.0,,64.0,,979.0,10.0,
2011-07-15,,,,53.0,132.0,1.0,0.0,,,265.0,,48.0,669.0,,956.0,489.0,37.0,,,298.0,,,,104.0,1545.0,1549.0,,0.0,,626.0,,469.0,,58.0,,740.0,7.0,
2011-07-16,,,,44.0,99.0,5.0,0.0,,,282.0,,180.0,1731.0,,840.0,353.0,38.0,,,168.0,,,,37.0,321.0,444.0,,0.0,,2857.0,,99.0,,30.0,,917.0,1.0,
2011-07-17,,,,50.0,111.0,6.0,0.0,,,225.0,,335.0,2393.0,,1760.0,113.0,37.0,,,215.0,,,,23.0,55.0,200.0,,0.0,,2121.0,,7.0,,33.0,,618.0,1.0,
2011-07-18,,,,80.0,164.0,2.0,0.0,,,226.0,,932.0,124.0,,1123.0,259.0,37.0,,,299.0,,,,142.0,2857.0,2682.0,,3.0,,753.0,,131.0,,83.0,,850.0,2.0,
2011-07-19,,,,19.0,276.0,3.0,0.0,,,500.0,,315.0,29.0,,995.0,111.0,38.0,,,31.0,,,,69.0,1096.0,1769.0,,8.0,,612.0,,382.0,,70.0,,928.0,16.0,
2011-07-20,,,,11.0,468.0,3.0,0.0,,,438.0,,65.0,45.0,,1322.0,220.0,37.0,,,156.0,,,,33.0,34791.0,14565.0,,8.0,,1969.0,,407.0,,42.0,,801.0,4.0,
2011-07-21,,,,8.0,235.0,7.0,0.0,,,636.0,,95.0,16.0,,2281.0,481.0,38.0,,,82.0,,,,50.0,2578.0,1826.0,,2.0,,3510.0,,337.0,,106.0,,918.0,2.0,
2011-07-22,,,,4.0,147.0,1.0,0.0,,,180.0,,85.0,19.0,,1840.0,393.0,37.0,,,55.0,,,,20.0,637.0,1250.0,,11.0,,2515.0,,284.0,,60.0,,864.0,20.0,
2011-07-23,,,,9.0,228.0,1.0,0.0,,,312.0,,48.0,25.0,,1974.0,60.0,38.0,,,7.0,,,,12.0,24.0,397.0,,11.0,,2790.0,,121.0,,59.0,,642.0,1.0,
2011-07-24,,,,9.0,60.0,1.0,0.0,,,382.0,,51.0,162.0,,3133.0,168.0,37.0,,,22.0,,,,4.0,326.0,285.0,,14.0,,1843.0,,209.0,,71.0,,725.0,1.0,
2011-07-25,,,,8.0,302.0,1.0,0.0,,,725.0,,97.0,0.0,,1824.0,332.0,37.0,,,232.0,,,,31.0,2049.0,1010.0,,12.0,,5359.0,,132.0,,110.0,,965.0,22.0,
2011-07-26,,,,2.0,144.0,1.0,0.0,,,1232.0,,172.0,0.0,,2133.0,334.0,39.0,,,242.0,,,,42.0,33.0,4403.0,,5.0,,5080.0,,286.0,,48.0,,1218.0,4.0,
2011-07-27,,,,7.0,115.0,2.0,0.0,,,1520.0,,184.0,0.0,,1486.0,420.0,38.0,,,203.0,,,,119.0,3464.0,11451.0,,0.0,,3281.0,,365.0,,74.0,,1024.0,5.0,
2011-07-28,,,,7.0,174.0,1.0,0.0,,,1320.0,,69.0,0.0,,1448.0,164.0,38.0,,,321.0,,,,56.0,556.0,10284.0,,9.0,,525.0,,553.0,,68.0,,1133.0,10.0,
2011-07-29,,,,4.0,101.0,1.0,0.0,,,1156.0,,109.0,0.0,,1783.0,224.0,39.0,,,64.0,,,,21.0,1099.0,2870.0,,2.0,,248.0,,452.0,,58.0,,823.0,10.0,
2011-07-30,,,,11.0,77.0,1.0,0.0,,,424.0,,116.0,0.0,,1249.0,5.0,38.0,,,0.0,,,,0.0,148.0,1262.0,,7.0,,288.0,,315.0,,64.0,,788.0,2.0,
2011-07-31,,,,6.0,49.0,1.0,0.0,,,181.0,,41.0,0.0,,1556.0,64.0,15.0,,,50.0,,,,0.0,517.0,2124.0,,9.0,,288.0,,366.0,,32.0,,683.0,3.0,
2011-08-01,,,,36.0,176.0,1.0,,,,0.0,0.0,100.0,,,1763.0,136.0,,,,253.0,,,,58.0,2548.0,3614.0,,45.0,,329.0,,253.0,,302.0,,800.0,5.0,
2011-08-02,,,,67.0,128.0,2.0,,,,0.0,0.0,128.0,,,1306.0,222.0,,,,169.0,,,,71.0,21370.0,17440.0,,21.0,,453.0,,172.0,,148.0,,739.0,13.0,
2011-08-03,,,,1.0,136.0,1.0,,,,0.0,0.0,141.0,,,2179.0,13.0,,,,11.0,,,,88.0,4374.0,28469.0,,24.0,,2647.0,,565.0,,89.0,,948.0,1.0,
2011-08-04,,,,0.0,156.0,0.0,,,,0.0,0.0,100.0,,,1757.0,257.0,,,,171.0,,,,68.0,2742.0,7130.0,,9.0,,3395.0,,391.0,,93.0,,1125.0,4.0,
2011-08-05,,,,0.0,109.0,1.0,,,,0.0,0.0,37.0,,,2252.0,243.0,,,,143.0,,,,99.0,15675.0,13167.0,,0.0,,2808.0,,632.0,,45.0,,757.0,0.0,
2011-08-06,,,,0.0,116.0,0.0,,,,0.0,0.0,70.0,,,1972.0,10.0,,,,130.0,,,,88.0,10074.0,24230.0,,1.0,,2870.0,,416.0,,18.0,,615.0,0.0,
2011-08-07,,,,0.0,54.0,0.0,,,,0.0,0.0,96.0,,,1227.0,29.0,,,,174.0,,,,63.0,11149.0,61402.0,,0.0,,649.0,,296.0,,33.0,,845.0,2.0,
2011-08-08,,,,0.0,99.0,0.0,,,,0.0,0.0,53.0,,,1021.0,250.0,,,,322.0,,,,94.0,9.0,4.0,,0.0,,514.0,,425.0,,38.0,,1006.0,7.0,
2011-08-09,,,,0.0,170.0,0.0,,,,7.0,0.0,47.0,,,1486.0,150.0,,,,554.0,,,,210.0,1408.0,5266.0,,0.0,,655.0,,211.0,,49.0,,886.0,5.0,
2011-08-10,,,,0.0,62.0,0.0,,,,10.0,0.0,106.0,,,1190.0,264.0,,,,878.0,,,,89.0,6724.0,36123.0,,4.0,,1044.0,,519.0,,57.0,,1044.0,6.0,
2011-08-11,,,,0.0,42.0,0.0,,,,0.0,0.0,94.0,,,463.0,248.0,,,,361.0,,,,95.0,9671.0,6215.0,,10.0,,702.0,,627.0,,48.0,,779.0,3.0,
2011-08-12,,,,0.0,131.0,0.0,,,,0.0,0.0,72.0,,,994.0,173.0,,,,1233.0,,,,67.0,6045.0,30338.0,,2.0,,483.0,,430.0,,110.0,,797.0,3.0,
2011-08-13,,,,0.0,140.0,0.0,,,,0.0,0.0,37.0,,,493.0,508.0,,,,492.0,,,,40.0,15716.0,34839.0,,12.0,,149.0,,172.0,,8.0,,780.0,2.0,
2011-08-14,,,,0.0,182.0,0.0,,,,0.0,0.0,48.0,,,1599.0,0.0,,,,516.0,,,,26.0,10547.0,3030.0,,14.0,,207.0,,253.0,,19.0,,623.0,2.0,
2011-08-15,,,,0.0,99.0,0.0,,,,1.0,0.0,102.0,,,1225.0,372.0,,,,284.0,,,,45.0,16462.0,7193.0,,6.0,,518.0,,0.0,,29.0,,998.0,6.0,
2011-08-16,,,,0.0,126.0,0.0,,,,2.0,0.0,71.0,,,1494.0,336.0,,,,1359.0,,,,48.0,15596.0,3890.0,,15.0,,570.0,,7.0,,43.0,,1169.0,3.0,
2011-08-17,,,,0.0,114.0,0.0,,,,31.0,0.0,54.0,,,2475.0,253.0,,,,1691.0,,,,17.0,17520.0,4681.0,,27.0,,1206.0,,261.0,,14.0,,870.0,5.0,
2011-08-18,,,,0.0,205.0,0.0,,,,22.0,4.0,72.0,,,2180.0,334.0,,,,758.0,,,,58.0,10821.0,1993.0,,8.0,,583.0,,720.0,,16.0,,1149.0,7.0,
2011-08-19,,,,0.0,167.0,0.0,,,,4.0,0.0,117.0,,,1272.0,42.0,,,,423.0,,,,36.0,13861.0,1449.0,,1.0,,474.0,,316.0,,15.0,,1068.0,3.0,
2011-08-20,,,,0.0,79.0,4.0,,,,10.0,0.0,101.0,,,2574.0,34.0,,,,511.0,,,,35.0,14811.0,888.0,,5.0,,653.0,,571.0,,17.0,,635.0,0.0,
2011-08-21,,,,0.0,80.0,0.0,,,,2.0,0.0,34.0,,,1970.0,35.0,,,,369.0,,,,43.0,12976.0,1324.0,,14.0,,287.0,,430.0,,43.0,,783.0,2.0,
2011-08-22,,,,0.0,52.0,3.0,,,,4.0,0.0,98.0,,,1671.0,54.0,,,,807.0,,,,76.0,14249.0,1977.0,,11.0,,667.0,,561.0,,76.0,,748.0,6.0,
2011-08-23,,,,0.0,95.0,15.0,,,,6.0,3.0,119.0,,,4605.0,26.0,,,,1060.0,,,,37.0,14375.0,4275.0,,17.0,,611.0,,789.0,,49.0,,565.0,0.0,
2011-08-24,,,,0.0,0.0,4.0,,,,1.0,16.0,37.0,,,8025.0,118.0,,,,810.0,,,,72.0,13094.0,3219.0,,11.0,,527.0,,725.0,,29.0,,1161.0,3.0,
2011-08-25,,,,0.0,18.0,17.0,,,,7.0,0.0,90.0,,,5039.0,7.0,,,,1002.0,,,,69.0,13284.0,3192.0,,20.0,,709.0,,689.0,,32.0,,772.0,5.0,
2011-08-26,,,,0.0,45.0,11.0,,,,4.0,0.0,81.0,,,3969.0,127.0,,,,831.0,,,,41.0,13825.0,2332.0,,16.0,,680.0,,508.0,,42.0,,821.0,1.0,
2011-08-27,,,,0.0,3.0,2.0,,,,7.0,0.0,51.0,,,1646.0,288.0,,,,624.0,,,,20.0,14009.0,1640.0,,8.0,,416.0,,223.0,,17.0,,724.0,1.0,
2011-08-28,,,,0.0,55.0,0.0,,,,6.0,0.0,46.0,,,1125.0,197.0,,,,181.0,,,,0.0,13275.0,3024.0,,2.0,,367.0,,364.0,,8.0,,589.0,0.0,
2011-08-29,,,,0.0,92.0,3.0,,,,4.0,0.0,51.0,,,1432.0,139.0,,,,543.0,,,,56.0,9005.0,3278.0,,1.0,,676.0,,364.0,,10.0,,1443.0,6.0,
2011-08-30,,,,0.0,99.0,6.0,,,,11.0,0.0,73.0,,,2185.0,105.0,,,,442.0,,,,32.0,6671.0,4585.0,,4.0,,982.0,,290.0,,51.0,,1382.0,3.0,
2011-08-31,,,,0.0,92.0,0.0,,,,1.0,0.0,64.0,,,2866.0,248.0,,,,198.0,,,,12.0,4607.0,3106.0,,0.0,,650.0,,431.0,,43.0,,1572.0,2.0,
2011-09-01,,,,0.0,203.0,0.0,,,,0.0,0.0,102.0,,,1358.0,19.0,,,,336.0,,,,0.0,4393.0,2307.0,,5.0,,718.0,,301.0,,54.0,,1255.0,2.0,
2011-09-02,,,,0.0,89.0,0.0,,,,0.0,0.0,94.0,,,2153.0,25.0,,,,228.0,,,,0.0,4152.0,3923.0,,0.0,,481.0,,527.0,,27.0,,1198.0,9.0,
2011-09-03,,,,0.0,49.0,0.0,,,,1.0,0.0,52.0,,,2190.0,3.0,,,,214.0,,,,0.0,6842.0,4074.0,,9.0,,459.0,,180.0,,46.0,,872.0,2.0,
2011-09-04,,,,0.0,18.0,0.0,,,,0.0,0.0,38.0,,,3479.0,13.0,,,,161.0,,,,0.0,4488.0,3918.0,,5.0,,269.0,,636.0,,43.0,,930.0,1.0,
2011-09-05,,,,0.0,63.0,0.0,,,,0.0,0.0,38.0,,,3101.0,105.0,,,,113.0,,,,10.0,2904.0,2880.0,,4.0,,146.0,,568.0,,32.0,,1173.0,0.0,
2011-09-06,,,,0.0,160.0,0.0,,,,4.0,0.0,36.0,,,909.0,198.0,,,,211.0,,,,3.0,2778.0,2933.0,,5.0,,444.0,,400.0,,41.0,,1474.0,6.0,
2011-09-07,,,,2.0,169.0,0.0,,,,9.0,0.0,77.0,,,939.0,105.0,,,,287.0,,,,2.0,2405.0,4248.0,,0.0,,581.0,,517.0,,32.0,,1338.0,5.0,
2011-09-08,,,,0.0,138.0,0.0,,,,16.0,0.0,48.0,,,671.0,21.0,,,,475.0,,,,13.0,2534.0,2326.0,,0.0,,5.0,,404.0,,43.0,,1105.0,9.0,
2011-09-09,,,,0.0,92.0,0.0,,,,1.0,0.0,98.0,,,631.0,22.0,,,,467.0,,,,12.0,4659.0,1146.0,,16.0,,0.0,,246.0,,40.0,,1346.0,20.0,
2011-09-10,,,,0.0,97.0,0.0,,,,0.0,0.0,68.0,,,1947.0,3.0,,,,170.0,,,,0.0,8910.0,3491.0,,1.0,,206.0,,183.0,,47.0,,662.0,6.0,
2011-09-11,,,,3.0,80.0,0.0,,,,0.0,0.0,78.0,,,2241.0,49.0,,,,120.0,,,,0.0,3908.0,4840.0,,0.0,,216.0,,191.0,,29.0,,785.0,8.0,
2011-09-12,,,,0.0,96.0,0.0,,,,1.0,0.0,52.0,,,1702.0,35.0,,,,547.0,,,,7.0,1372.0,3226.0,,0.0,,785.0,,598.0,,40.0,,1139.0,8.0,
2011-09-13,,,,0.0,62.0,0.0,,,,0.0,0.0,70.0,,,1140.0,39.0,,,,534.0,,,,75.0,1799.0,5933.0,,0.0,,559.0,,804.0,,68.0,,1600.0,8.0,
2011-09-14,,,,0.0,62.0,0.0,,,,0.0,0.0,55.0,,,1681.0,20.0,,,,358.0,,,,3.0,2717.0,2350.0,,0.0,,419.0,,490.0,,101.0,,1191.0,5.0,
2011-09-15,,,,0.0,112.0,0.0,,,,1.0,0.0,94.0,,,2429.0,113.0,,,,253.0,,,,0.0,3645.0,5596.0,,0.0,,498.0,,501.0,,89.0,,1656.0,6.0,
2011-09-16,,,,0.0,30.0,0.0,,,,10.0,0.0,59.0,,,2017.0,16.0,,,,275.0,,,,0.0,4184.0,5533.0,,0.0,,503.0,,441.0,,76.0,,1197.0,0.0,
2011-09-17,,,,0.0,4.0,0.0,,,,0.0,0.0,47.0,,,1231.0,5.0,,,,207.0,,,,0.0,4417.0,6117.0,,0.0,,80.0,,296.0,,70.0,,1005.0,2.0,
2011-09-18,,,,0.0,15.0,0.0,,,,0.0,0.0,48.0,,,4157.0,8.0,,,,147.0,,,,0.0,4199.0,10329.0,,0.0,,86.0,,48.0,,68.0,,700.0,7.0,
2011-09-19,,,,0.0,23.0,0.0,,,,0.0,0.0,49.0,,,2980.0,31.0,,,,347.0,,,,0.0,4613.0,14708.0,,0.0,,125.0,,99.0,,56.0,,1228.0,10.0,
2011-09-20,,,,0.0,16.0,0.0,,,,2.0,5.0,45.0,,,1447.0,61.0,,,,181.0,,,,0.0,3948.0,12461.0,,1.0,,473.0,,1.0,,68.0,,1420.0,8.0,
2011-09-21,,,,0.0,58.0,0.0,,,,7.0,2.0,26.0,,,1539.0,83.0,,,,229.0,,,,0.0,4775.0,12718.0,,0.0,,527.0,,0.0,,43.0,,882.0,4.0,
2011-09-22,,,,0.0,58.0,0.0,,,,4.0,24.0,54.0,,,1692.0,51.0,,,,198.0,,,,0.0,6032.0,3419.0,,0.0,,379.0,,384.0,,53.0,,1110.0,9.0,
2011-09-23,,,,0.0,41.0,0.0,,,,11.0,30.0,36.0,,,1797.0,55.0,,,,231.0,,,,0.0,7863.0,1914.0,,0.0,,285.0,,472.0,,32.0,,1097.0,6.0,
2011-09-24,,,,0.0,18.0,0.0,,,,0.0,0.0,35.0,,,787.0,19.0,,,,171.0,,,,0.0,7334.0,312.0,,0.0,,205.0,,387.0,,41.0,,855.0,5.0,
2011-09-25,,,,0.0,21.0,0.0,,,,0.0,0.0,35.0,,,1767.0,18.0,,,,130.0,,,,0.0,6805.0,565.0,,0.0,,391.0,,206.0,,33.0,,786.0,12.0,
2011-09-26,,,,0.0,59.0,0.0,,,,0.0,36.0,48.0,,,3415.0,1.0,,,,257.0,,,,14.0,3882.0,1522.0,,0.0,,442.0,,438.0,,41.0,,1185.0,4.0,
2011-09-27,,,,0.0,40.0,0.0,,,,0.0,24.0,107.0,,,1264.0,90.0,,,,266.0,,,,5.0,6501.0,367.0,,0.0,,510.0,,473.0,,43.0,,1437.0,3.0,
2011-09-28,,,,0.0,56.0,0.0,,,,0.0,21.0,83.0,,,1907.0,223.0,,,,190.0,,,,16.0,4159.0,1491.0,,0.0,,264.0,,717.0,,38.0,,1370.0,1.0,
2011-09-29,,,,0.0,25.0,0.0,,,,0.0,70.0,26.0,,,233.0,216.0,,,,253.0,,,,13.0,2602.0,10905.0,,0.0,,425.0,,446.0,,26.0,,1252.0,13.0,
2011-09-30,,,,0.0,4.0,0.0,,,,0.0,62.0,140.0,,,904.0,114.0,,,,590.0,,,,5.0,4092.0,22283.0,,0.0,,344.0,,761.0,,30.0,,1282.0,8.0,
2011-10-01,,,,0.0,6.0,0.0,,,,0.0,15.0,35.0,,,905.0,7.0,,,,221.0,,,,8.0,5382.0,10281.0,,0.0,,177.0,,453.0,,2.0,,482.0,1.0,
2011-10-02,,,,0.0,25.0,0.0,,,,0.0,71.0,27.0,,,730.0,10.0,,,,417.0,,,,8.0,4449.0,37924.0,,0.0,,320.0,,305.0,,1.0,,900.0,17.0,
2011-10-03,,,,0.0,14.0,0.0,,,,0.0,159.0,27.0,,,1944.0,33.0,,,,158.0,,,,11.0,2640.0,20470.0,,1.0,,329.0,,168.0,,7.0,,946.0,2.0,
2011-10-04,,,,0.0,31.0,0.0,,,,0.0,71.0,38.0,,,2251.0,113.0,,,,73.0,,,,11.0,3726.0,18136.0,,0.0,,579.0,,17.0,,5.0,,344.0,0.0,
2011-10-05,,,,0.0,13.0,0.0,,,,0.0,18.0,57.0,,,1836.0,102.0,,,,753.0,,,,12.0,7049.0,35747.0,,0.0,,284.0,,145.0,,9.0,,1333.0,7.0,
2011-10-06,,,,0.0,19.0,0.0,,,,0.0,28.0,18.0,,,1465.0,93.0,,,,328.0,,,,6.0,4454.0,19986.0,,1.0,,283.0,,281.0,,6.0,,1218.0,6.0,
2011-10-07,,,,0.0,17.0,0.0,,,,0.0,18.0,27.0,,,1551.0,228.0,,,,263.0,,,,0.0,2670.0,19350.0,,0.0,,509.0,,352.0,,2.0,,1150.0,2.0,
2011-10-08,,,,0.0,3.0,0.0,,,,0.0,0.0,15.0,,,1167.0,6.0,,,,249.0,,,,0.0,7600.0,16305.0,,0.0,,1448.0,,152.0,,6.0,,1028.0,1.0,
2011-10-09,,,,0.0,0.0,0.0,,,,0.0,0.0,13.0,,,2128.0,184.0,,,,345.0,,,,0.0,9048.0,10438.0,,0.0,,550.0,,85.0,,1.0,,1017.0,3.0,
2011-10-10,,,,0.0,2.0,0.0,,,,0.0,1.0,13.0,,,1959.0,139.0,,,,148.0,,,,23.0,8515.0,8422.0,,0.0,,241.0,,186.0,,4.0,,1252.0,15.0,
2011-10-11,,,,0.0,8.0,0.0,,,,0.0,3.0,72.0,,,2020.0,19.0,,,,0.0,,,,0.0,5934.0,6008.0,,0.0,,342.0,,0.0,,18.0,,1004.0,14.0,
2011-10-12,,,,0.0,11.0,0.0,,,,0.0,43.0,6.0,,,2305.0,98.0,,,,545.0,,,,0.0,4495.0,8968.0,,1.0,,771.0,,10.0,,12.0,,1333.0,6.0,
2011-10-13,,,,0.0,31.0,0.0,,,,0.0,38.0,40.0,,,1315.0,104.0,,,,546.0,,,,0.0,1940.0,11869.0,,0.0,,837.0,,158.0,,55.0,,1739.0,3.0,
2011-10-14,,,,0.0,7.0,0.0,,,,0.0,57.0,8.0,,,690.0,13.0,,,,1120.0,,,,0.0,1872.0,13277.0,,0.0,,752.0,,450.0,,12.0,,1434.0,11.0,
2011-10-15,,,,0.0,9.0,0.0,,,,0.0,28.0,13.0,,,651.0,12.0,,,,237.0,,,,0.0,6157.0,9616.0,,0.0,,535.0,,246.0,,4.0,,1274.0,2.0,
2011-10-16,,,,0.0,2.0,0.0,,,,0.0,66.0,10.0,,,1839.0,1.0,,,,156.0,,,,0.0,12045.0,11498.0,,0.0,,173.0,,157.0,,3.0,,883.0,1.0,
2011-10-17,,,,0.0,12.0,0.0,,,,0.0,98.0,7.0,,,1905.0,10.0,,,,214.0,,,,0.0,9523.0,34001.0,,0.0,,374.0,,7.0,,10.0,,1361.0,8.0,
2011-10-18,,,,0.0,16.0,0.0,,,,0.0,42.0,0.0,,,1167.0,106.0,,,,355.0,,,,0.0,2180.0,37417.0,,0.0,,74.0,,108.0,,30.0,,707.0,3.0,
