,[CCT LSU SUPERMIC] Number of Jobs Submitted,[GATECH KEENELAND] Number of Jobs Submitted,[GATECH KIDS] Number of Jobs Submitted,[IU BIGRED*] Number of Jobs Submitted,[LONI QUEENBEE] Number of Jobs Submitted,[NCAR FROST] Number of Jobs Submitted,[NCSA ABE] Number of Jobs Submitted,[NCSA COBALT] Number of Jobs Submitted,[NCSA DTF] Number of Jobs Submitted,[NCSA EMBER*] Number of Jobs Submitted,[NCSA FORGE] Number of Jobs Submitted,[NCSA LINCOLN] Number of Jobs Submitted,[NICS ATHENA] Number of Jobs Submitted,[NICS DARTER] Number of Jobs Submitted,[NICS KRAKEN] Number of Jobs Submitted,[NICS NAUTILUS] Number of Jobs Submitted,[ORNL NSTG] Number of Jobs Submitted,[OSG] Number of Jobs Submitted,[PSC BIGBEN] Number of Jobs Submitted,[PSC BLACKLIGHT] Number of Jobs Submitted,[PSC BRIDGES LARGE] Number of Jobs Submitted,[PSC BRIDGES] Number of Jobs Submitted,[PSC GREENFIELD] Number of Jobs Submitted,[PSC POPLE] Number of Jobs Submitted,[PURDUE CONDOR] Number of Jobs Submitted,[PURDUE STEELE] Number of Jobs Submitted,[SDSC COMET] Number of Jobs Submitted,[SDSC DASH] Number of Jobs Submitted,[SDSC GORDON] Number of Jobs Submitted,[SDSC TRESTLES] Number of Jobs Submitted,[Stanford XSTREAM] Number of Jobs Submitted,[TACC LONESTAR4] Number of Jobs Submitted,[TACC LONESTAR] Number of Jobs Submitted,[TACC LONGHORN] Number of Jobs Submitted,[TACC MAVERICK2] Number of Jobs Submitted,[TACC RANGER] Number of Jobs Submitted,[TACC SPUR] Number of Jobs Submitted,[TACC STAMPEDE] Number of Jobs Submitted
2011-05-24,,,,10.0,418.0,27.0,0.0,,,257.0,,40.0,2189.0,,937.0,9.0,49.0,,,0.0,,,,0.0,57.0,4205.0,,0.0,,1124.0,,98.0,,93.0,,1082.0,29.0,
2011-05-25,,,,14.0,228.0,19.0,0.0,,,329.0,,41.0,2350.0,,954.0,32.0,44.0,,,46.0,,,,19.0,40.0,4342.0,,15.0,,4308.0,,185.0,,86.0,,1040.0,22.0,
2011-05-26,,,,14.0,253.0,29.0,0.0,,,241.0,,42.0,2162.0,,286.0,60.0,53.0,,,113.0,,,,93.0,37.0,5761.0,,1.0,,3289.0,,157.0,,73.0,,1060.0,5.0,
2011-05-27,,,,27.0,461.0,10.0,0.0,,,270.0,,19.0,2521.0,,895.0,45.0,48.0,,,169.0,,,,30.0,24.0,6698.0,,16.0,,5224.0,,304.0,,81.0,,675.0,1.0,
2011-05-28,,,,0.0,198.0,14.0,0.0,,,188.0,,88.0,188.0,,1354.0,44.0,46.0,,,58.0,,,,45.0,24.0,10245.0,,0.0,,4238.0,,191.0,,44.0,,408.0,0.0,
2011-05-29,,,,2.0,209.0,4.0,0.0,,,182.0,,58.0,2176.0,,3444.0,61.0,42.0,,,59.0,,,,67.0,39.0,4821.0,,0.0,,2656.0,,217.0,,17.0,,420.0,3.0,
2011-05-30,,,,15.0,64.0,0.0,0.0,,,703.0,,77.0,2293.0,,4310.0,85.0,50.0,,,74.0,,,,69.0,234.0,13337.0,,0.0,,3892.0,,529.0,,34.0,,534.0,2.0,
2011-05-31,,,,62.0,435.0,18.0,0.0,,,372.0,,94.0,2443.0,,1670.0,97.0,49.0,,,92.0,,,,70.0,325.0,13804.0,,7.0,,1788.0,,374.0,,88.0,,608.0,6.0,
2011-06-01,,,,27.0,327.0,23.0,0.0,,,231.0,,71.0,2508.0,,1102.0,79.0,49.0,,,65.0,,,,58.0,1491.0,14193.0,,0.0,,369.0,,477.0,,58.0,,767.0,2.0,
2011-06-02,,,,10.0,430.0,7.0,0.0,,,388.0,,65.0,2303.0,,161.0,63.0,40.0,,,142.0,,,,145.0,597.0,12311.0,,0.0,,430.0,,502.0,,62.0,,911.0,2.0,
2011-06-03,,,,6.0,231.0,33.0,0.0,,,438.0,,44.0,204.0,,6.0,67.0,36.0,,,475.0,,,,64.0,6616.0,12370.0,,0.0,,2554.0,,451.0,,55.0,,485.0,18.0,
2011-06-04,,,,6.0,243.0,2.0,0.0,,,328.0,,67.0,882.0,,68.0,2.0,36.0,,,125.0,,,,48.0,0.0,11431.0,,0.0,,324.0,,221.0,,35.0,,273.0,2.0,
2011-06-05,,,,11.0,131.0,8.0,0.0,,,67.0,,66.0,2229.0,,970.0,123.0,36.0,,,91.0,,,,86.0,9389.0,15970.0,,0.0,,886.0,,200.0,,51.0,,409.0,0.0,
2011-06-06,,,,161.0,8.0,6.0,0.0,,,460.0,,46.0,2518.0,,1124.0,65.0,36.0,,,192.0,,,,119.0,3878.0,10932.0,,0.0,,1345.0,,12.0,,89.0,,547.0,11.0,
2011-06-07,,,,14.0,0.0,30.0,0.0,,,666.0,,49.0,2376.0,,975.0,88.0,48.0,,,106.0,,,,222.0,8509.0,6808.0,,0.0,,6201.0,,33.0,,25.0,,900.0,4.0,
2011-06-08,,,,19.0,15.0,25.0,0.0,,,238.0,,89.0,2242.0,,726.0,60.0,56.0,,,417.0,,,,146.0,4945.0,10271.0,,0.0,,559.0,,169.0,,115.0,,798.0,5.0,
2011-06-09,,,,93.0,36.0,21.0,0.0,,,245.0,,61.0,2157.0,,1034.0,148.0,55.0,,,396.0,,,,116.0,104.0,7613.0,,0.0,,594.0,,710.0,,90.0,,857.0,6.0,
2011-06-10,,,,15.0,70.0,17.0,0.0,,,254.0,,38.0,276.0,,1094.0,98.0,60.0,,,317.0,,,,141.0,9668.0,6128.0,,1.0,,5496.0,,382.0,,67.0,,1022.0,4.0,
2011-06-11,,,,86.0,38.0,8.0,0.0,,,94.0,,39.0,145.0,,907.0,67.0,58.0,,,100.0,,,,90.0,24.0,4454.0,,4.0,,9294.0,,6.0,,70.0,,825.0,9.0,
2011-06-12,,,,19.0,106.0,4.0,0.0,,,487.0,,32.0,155.0,,1008.0,59.0,58.0,,,135.0,,,,87.0,24.0,4783.0,,0.0,,7050.0,,230.0,,47.0,,740.0,7.0,
2011-06-13,,,,29.0,198.0,20.0,0.0,,,397.0,,37.0,1111.0,,1224.0,100.0,58.0,,,459.0,,,,84.0,234.0,6604.0,,7.0,,5707.0,,636.0,,54.0,,887.0,8.0,
2011-06-14,,,,49.0,150.0,14.0,0.0,,,462.0,,66.0,513.0,,2414.0,118.0,53.0,,,272.0,,,,80.0,63.0,10717.0,,6.0,,6617.0,,97.0,,0.0,,209.0,1.0,
2011-06-15,,,,27.0,295.0,51.0,0.0,,,522.0,,58.0,105.0,,1424.0,104.0,39.0,,,162.0,,,,94.0,299.0,30028.0,,6.0,,5626.0,,187.0,,101.0,,509.0,8.0,
2011-06-16,,,,27.0,122.0,9.0,0.0,,,210.0,,104.0,260.0,,55.0,89.0,52.0,,,209.0,,,,66.0,550.0,6928.0,,2.0,,5669.0,,11.0,,61.0,,695.0,28.0,
2011-06-17,,,,108.0,47.0,5.0,0.0,,,190.0,,78.0,206.0,,200.0,123.0,33.0,,,164.0,,,,72.0,2254.0,6239.0,,5.0,,1771.0,,133.0,,65.0,,515.0,17.0,
2011-06-18,,,,13.0,109.0,8.0,0.0,,,218.0,,38.0,425.0,,64.0,45.0,63.0,,,58.0,,,,35.0,24.0,3724.0,,2.0,,348.0,,270.0,,58.0,,621.0,0.0,
2011-06-19,,,,32.0,213.0,10.0,0.0,,,233.0,,59.0,1306.0,,345.0,127.0,56.0,,,123.0,,,,23.0,53.0,2936.0,,4.0,,443.0,,127.0,,47.0,,675.0,0.0,
2011-06-20,,,,17.0,171.0,7.0,0.0,,,312.0,,88.0,703.0,,656.0,226.0,53.0,,,136.0,,,,98.0,1229.0,4193.0,,25.0,,422.0,,146.0,,96.0,,391.0,0.0,
2011-06-21,,,,14.0,268.0,24.0,0.0,,,573.0,,95.0,467.0,,791.0,308.0,57.0,,,115.0,,,,74.0,2228.0,4704.0,,3.0,,505.0,,931.0,,64.0,,793.0,3.0,
2011-06-22,,,,409.0,134.0,5.0,0.0,,,470.0,,38.0,124.0,,964.0,197.0,54.0,,,87.0,,,,86.0,988.0,5466.0,,4.0,,855.0,,437.0,,111.0,,655.0,10.0,
2011-06-23,,,,222.0,304.0,5.0,0.0,,,1244.0,,129.0,469.0,,649.0,223.0,60.0,,,98.0,,,,130.0,280.0,13934.0,,2.0,,989.0,,476.0,,71.0,,757.0,1.0,
2011-06-24,,,,158.0,290.0,0.0,0.0,,,390.0,,67.0,67.0,,511.0,197.0,55.0,,,39.0,,,,431.0,2058.0,10130.0,,1.0,,861.0,,22.0,,43.0,,814.0,1.0,
2011-06-25,,,,10.0,95.0,0.0,0.0,,,53.0,,15.0,52.0,,368.0,190.0,55.0,,,29.0,,,,69.0,1219.0,13207.0,,1.0,,948.0,,155.0,,22.0,,636.0,0.0,
2011-06-26,,,,178.0,88.0,8.0,0.0,,,118.0,,0.0,26.0,,446.0,160.0,55.0,,,49.0,,,,35.0,24.0,14853.0,,0.0,,4158.0,,197.0,,21.0,,1006.0,1.0,
2011-06-27,,,,18.0,145.0,0.0,0.0,,,466.0,,17.0,186.0,,501.0,366.0,52.0,,,186.0,,,,71.0,999.0,8710.0,,1.0,,800.0,,7.0,,70.0,,868.0,1.0,
2011-06-28,,,,513.0,329.0,4.0,0.0,,,368.0,,50.0,23.0,,996.0,296.0,61.0,,,69.0,,,,91.0,2758.0,10499.0,,1.0,,454.0,,189.0,,2.0,,217.0,0.0,
2011-06-29,,,,64.0,246.0,4.0,0.0,,,245.0,,105.0,103.0,,216.0,624.0,54.0,,,139.0,,,,69.0,1667.0,9021.0,,0.0,,386.0,,372.0,,47.0,,710.0,8.0,
2011-06-30,,,,66.0,169.0,5.0,0.0,,,344.0,,72.0,20.0,,48.0,204.0,55.0,,,89.0,,,,26.0,114.0,9414.0,,0.0,,289.0,,330.0,,57.0,,798.0,4.0,
2011-07-01,,,,26.0,97.0,2.0,0.0,,,414.0,,101.0,98.0,,92.0,137.0,48.0,,,75.0,,,,36.0,1093.0,3664.0,,0.0,,418.0,,0.0,,89.0,,822.0,2.0,
2011-07-02,,,,32.0,127.0,0.0,0.0,,,183.0,,55.0,1666.0,,277.0,17.0,36.0,,,53.0,,,,30.0,12.0,3447.0,,0.0,,264.0,,24.0,,53.0,,945.0,11.0,
2011-07-03,,,,29.0,75.0,0.0,0.0,,,221.0,,48.0,1020.0,,749.0,6.0,37.0,,,42.0,,,,64.0,8.0,21070.0,,0.0,,456.0,,54.0,,33.0,,1098.0,1.0,
2011-07-04,,,,37.0,74.0,0.0,0.0,,,400.0,,16.0,146.0,,611.0,129.0,36.0,,,40.0,,,,28.0,24.0,6358.0,,0.0,,315.0,,397.0,,55.0,,878.0,6.0,
2011-07-05,,,,38.0,102.0,1.0,0.0,,,432.0,,123.0,86.0,,1068.0,95.0,34.0,,,658.0,,,,78.0,2385.0,10026.0,,8.0,,320.0,,419.0,,80.0,,666.0,15.0,
2011-07-06,,,,75.0,131.0,22.0,0.0,,,765.0,,60.0,83.0,,1706.0,145.0,38.0,,,193.0,,,,76.0,24.0,6348.0,,2.0,,416.0,,60.0,,35.0,,439.0,2.0,
2011-07-07,,,,46.0,89.0,0.0,0.0,,,919.0,,66.0,399.0,,170.0,424.0,36.0,,,135.0,,,,89.0,1024.0,1823.0,,0.0,,431.0,,440.0,,43.0,,552.0,2.0,
2011-07-08,,,,77.0,82.0,1.0,0.0,,,364.0,,18.0,250.0,,210.0,533.0,38.0,,,123.0,,,,58.0,1137.0,2645.0,,2.0,,389.0,,320.0,,52.0,,680.0,3.0,
2011-07-09,,,,310.0,18.0,0.0,0.0,,,371.0,,2.0,92.0,,635.0,339.0,35.0,,,64.0,,,,80.0,24.0,741.0,,0.0,,106.0,,105.0,,23.0,,721.0,0.0,
2011-07-10,,,,39.0,92.0,0.0,0.0,,,387.0,,7.0,237.0,,869.0,242.0,36.0,,,68.0,,,,66.0,34.0,2484.0,,0.0,,178.0,,36.0,,23.0,,1281.0,0.0,
2011-07-11,,,,10.0,155.0,2.0,0.0,,,410.0,,12.0,212.0,,1937.0,1.0,34.0,,,309.0,,,,186.0,2204.0,2992.0,,0.0,,365.0,,375.0,,72.0,,904.0,5.0,
2011-07-12,,,,328.0,76.0,4.0,0.0,,,201.0,,74.0,285.0,,1752.0,7.0,34.0,,,219.0,,,,95.0,1211.0,2912.0,,3.0,,478.0,,46.0,,89.0,,783.0,11.0,
2011-07-13,,,,359.0,117.0,4.0,0.0,,,340.0,,327.0,264.0,,1122.0,438.0,33.0,,,102.0,,,,224.0,2815.0,2665.0,,1.0,,1749.0,,416.0,,69.0,,728.0,26.0,
2011-07-14,,,,39.0,110.0,0.0,0.0,,,205.0,,1944.0,215.0,,980.0,421.0,26.0,,,384.0,,,,49.0,2755.0,4018.0,,2.0,,3638.0,,394.0,,64.0,,635.0,10.0,
2011-07-15,,,,34.0,73.0,0.0,0.0,,,170.0,,48.0,375.0,,792.0,431.0,37.0,,,275.0,,,,72.0,1543.0,1466.0,,0.0,,624.0,,351.0,,58.0,,616.0,7.0,
2011-07-16,,,,11.0,85.0,0.0,0.0,,,206.0,,180.0,1495.0,,709.0,336.0,38.0,,,139.0,,,,30.0,51.0,105.0,,0.0,,2854.0,,80.0,,30.0,,539.0,1.0,
2011-07-17,,,,15.0,59.0,0.0,0.0,,,149.0,,325.0,2348.0,,1714.0,113.0,37.0,,,202.0,,,,23.0,55.0,102.0,,0.0,,2047.0,,0.0,,33.0,,585.0,1.0,
2011-07-18,,,,59.0,118.0,1.0,0.0,,,162.0,,932.0,43.0,,1076.0,259.0,37.0,,,299.0,,,,142.0,2854.0,2677.0,,3.0,,744.0,,57.0,,83.0,,804.0,2.0,
2011-07-19,,,,8.0,211.0,2.0,0.0,,,460.0,,315.0,0.0,,663.0,108.0,38.0,,,29.0,,,,69.0,1047.0,1747.0,,8.0,,598.0,,296.0,,69.0,,717.0,16.0,
2011-07-20,,,,7.0,387.0,1.0,0.0,,,348.0,,64.0,0.0,,842.0,220.0,37.0,,,152.0,,,,30.0,34778.0,14531.0,,8.0,,1916.0,,273.0,,29.0,,675.0,3.0,
2011-07-21,,,,6.0,187.0,6.0,0.0,,,525.0,,95.0,0.0,,1864.0,391.0,38.0,,,82.0,,,,50.0,2567.0,1792.0,,2.0,,3393.0,,302.0,,73.0,,732.0,2.0,
2011-07-22,,,,2.0,103.0,0.0,0.0,,,103.0,,81.0,0.0,,1484.0,391.0,37.0,,,53.0,,,,20.0,625.0,1202.0,,11.0,,1948.0,,270.0,,50.0,,575.0,20.0,
2011-07-23,,,,4.0,48.0,0.0,0.0,,,206.0,,46.0,0.0,,1780.0,33.0,38.0,,,4.0,,,,11.0,24.0,323.0,,11.0,,2246.0,,68.0,,54.0,,284.0,1.0,
2011-07-24,,,,6.0,29.0,0.0,0.0,,,260.0,,50.0,0.0,,3041.0,91.0,37.0,,,20.0,,,,4.0,323.0,244.0,,14.0,,1451.0,,171.0,,66.0,,589.0,1.0,
2011-07-25,,,,7.0,278.0,0.0,0.0,,,608.0,,97.0,0.0,,1750.0,323.0,37.0,,,189.0,,,,31.0,2046.0,930.0,,12.0,,4424.0,,57.0,,109.0,,894.0,22.0,
2011-07-26,,,,2.0,109.0,0.0,0.0,,,1088.0,,172.0,0.0,,1768.0,326.0,39.0,,,233.0,,,,42.0,32.0,4186.0,,5.0,,4508.0,,232.0,,46.0,,1072.0,4.0,
2011-07-27,,,,4.0,66.0,1.0,0.0,,,1477.0,,164.0,0.0,,1330.0,420.0,38.0,,,201.0,,,,119.0,3459.0,11110.0,,0.0,,3255.0,,289.0,,74.0,,896.0,5.0,
2011-07-28,,,,6.0,73.0,0.0,0.0,,,1242.0,,67.0,0.0,,877.0,20.0,38.0,,,313.0,,,,56.0,538.0,10129.0,,8.0,,414.0,,436.0,,65.0,,869.0,10.0,
2011-07-29,,,,4.0,83.0,0.0,0.0,,,1018.0,,93.0,0.0,,1332.0,216.0,39.0,,,64.0,,,,21.0,1098.0,2677.0,,1.0,,194.0,,298.0,,49.0,,560.0,10.0,
2011-07-30,,,,11.0,27.0,0.0,0.0,,,293.0,,114.0,0.0,,978.0,5.0,38.0,,,0.0,,,,0.0,124.0,1119.0,,7.0,,256.0,,278.0,,62.0,,333.0,2.0,
2011-07-31,,,,6.0,31.0,0.0,0.0,,,152.0,,41.0,0.0,,1420.0,64.0,15.0,,,0.0,,,,0.0,511.0,1830.0,,9.0,,270.0,,340.0,,32.0,,516.0,3.0,
2011-08-01,,,,36.0,122.0,0.0,,,,0.0,0.0,72.0,,,1619.0,136.0,,,,252.0,,,,58.0,2543.0,3433.0,,45.0,,327.0,,238.0,,302.0,,675.0,5.0,
2011-08-02,,,,4.0,94.0,0.0,,,,0.0,0.0,127.0,,,1124.0,222.0,,,,169.0,,,,71.0,21363.0,16816.0,,21.0,,453.0,,92.0,,146.0,,611.0,13.0,
2011-08-03,,,,1.0,91.0,0.0,,,,0.0,0.0,133.0,,,1740.0,13.0,,,,10.0,,,,88.0,4374.0,27894.0,,22.0,,2647.0,,488.0,,85.0,,590.0,1.0,
2011-08-04,,,,0.0,111.0,0.0,,,,0.0,0.0,86.0,,,1168.0,155.0,,,,56.0,,,,68.0,2571.0,5691.0,,9.0,,2940.0,,319.0,,88.0,,870.0,4.0,
2011-08-05,,,,0.0,53.0,0.0,,,,0.0,0.0,37.0,,,1649.0,243.0,,,,101.0,,,,99.0,15661.0,13155.0,,0.0,,2808.0,,513.0,,44.0,,520.0,0.0,
2011-08-06,,,,0.0,49.0,0.0,,,,0.0,0.0,51.0,,,1622.0,10.0,,,,113.0,,,,51.0,8.0,24228.0,,1.0,,2294.0,,204.0,,17.0,,257.0,0.0,
2011-08-07,,,,0.0,20.0,0.0,,,,0.0,0.0,88.0,,,1024.0,29.0,,,,126.0,,,,42.0,20.0,61137.0,,0.0,,506.0,,284.0,,28.0,,296.0,2.0,
2011-08-08,,,,0.0,64.0,0.0,,,,0.0,0.0,41.0,,,835.0,250.0,,,,284.0,,,,93.0,0.0,4.0,,0.0,,513.0,,423.0,,36.0,,743.0,7.0,
2011-08-09,,,,0.0,71.0,0.0,,,,7.0,0.0,33.0,,,1194.0,144.0,,,,483.0,,,,202.0,552.0,5159.0,,0.0,,655.0,,74.0,,49.0,,736.0,5.0,
2011-08-10,,,,0.0,33.0,0.0,,,,10.0,0.0,87.0,,,939.0,264.0,,,,868.0,,,,89.0,5913.0,35980.0,,2.0,,1044.0,,486.0,,57.0,,744.0,5.0,
2011-08-11,,,,0.0,6.0,0.0,,,,0.0,0.0,86.0,,,261.0,201.0,,,,272.0,,,,87.0,3168.0,6031.0,,10.0,,373.0,,598.0,,46.0,,615.0,3.0,
2011-08-12,,,,0.0,18.0,0.0,,,,0.0,0.0,70.0,,,743.0,134.0,,,,1204.0,,,,56.0,681.0,30321.0,,2.0,,473.0,,421.0,,103.0,,525.0,3.0,
2011-08-13,,,,0.0,47.0,0.0,,,,0.0,0.0,35.0,,,259.0,506.0,,,,415.0,,,,28.0,375.0,34541.0,,12.0,,126.0,,165.0,,5.0,,509.0,2.0,
2011-08-14,,,,0.0,94.0,0.0,,,,0.0,0.0,46.0,,,950.0,0.0,,,,490.0,,,,19.0,44.0,3009.0,,14.0,,203.0,,250.0,,19.0,,571.0,2.0,
2011-08-15,,,,0.0,61.0,0.0,,,,1.0,0.0,76.0,,,1127.0,276.0,,,,262.0,,,,38.0,2925.0,7122.0,,6.0,,498.0,,0.0,,29.0,,943.0,6.0,
2011-08-16,,,,0.0,86.0,0.0,,,,2.0,0.0,59.0,,,1048.0,313.0,,,,1276.0,,,,36.0,2729.0,3873.0,,15.0,,567.0,,6.0,,43.0,,1078.0,3.0,
2011-08-17,,,,0.0,34.0,0.0,,,,31.0,0.0,46.0,,,2001.0,253.0,,,,1544.0,,,,13.0,1911.0,4637.0,,27.0,,1062.0,,242.0,,14.0,,813.0,5.0,
2011-08-18,,,,0.0,141.0,0.0,,,,22.0,4.0,48.0,,,1939.0,303.0,,,,621.0,,,,33.0,861.0,1950.0,,8.0,,578.0,,660.0,,16.0,,1125.0,7.0,
2011-08-19,,,,0.0,100.0,0.0,,,,4.0,0.0,114.0,,,886.0,42.0,,,,310.0,,,,34.0,1813.0,1385.0,,1.0,,400.0,,285.0,,15.0,,1023.0,3.0,
2011-08-20,,,,0.0,49.0,0.0,,,,10.0,0.0,85.0,,,2113.0,6.0,,,,460.0,,,,30.0,277.0,855.0,,5.0,,376.0,,314.0,,17.0,,599.0,0.0,
2011-08-21,,,,0.0,77.0,0.0,,,,2.0,0.0,34.0,,,1663.0,34.0,,,,351.0,,,,42.0,5909.0,1283.0,,11.0,,269.0,,406.0,,31.0,,754.0,2.0,
2011-08-22,,,,0.0,38.0,3.0,,,,4.0,0.0,97.0,,,1351.0,49.0,,,,713.0,,,,75.0,10352.0,1942.0,,6.0,,506.0,,518.0,,74.0,,740.0,6.0,
2011-08-23,,,,0.0,8.0,10.0,,,,6.0,3.0,119.0,,,4248.0,26.0,,,,975.0,,,,35.0,11883.0,3208.0,,17.0,,468.0,,758.0,,43.0,,224.0,0.0,
2011-08-24,,,,0.0,0.0,4.0,,,,1.0,16.0,23.0,,,7893.0,110.0,,,,792.0,,,,60.0,8012.0,2986.0,,9.0,,448.0,,698.0,,29.0,,1149.0,3.0,
2011-08-25,,,,0.0,2.0,13.0,,,,7.0,0.0,80.0,,,4991.0,7.0,,,,942.0,,,,61.0,12654.0,2903.0,,20.0,,613.0,,652.0,,18.0,,731.0,5.0,
2011-08-26,,,,0.0,35.0,11.0,,,,4.0,0.0,79.0,,,3641.0,114.0,,,,795.0,,,,32.0,12456.0,2327.0,,8.0,,638.0,,443.0,,38.0,,560.0,1.0,
2011-08-27,,,,0.0,3.0,0.0,,,,7.0,0.0,51.0,,,1452.0,288.0,,,,462.0,,,,11.0,13909.0,1614.0,,6.0,,316.0,,187.0,,12.0,,554.0,1.0,
2011-08-28,,,,0.0,44.0,0.0,,,,6.0,0.0,46.0,,,1059.0,196.0,,,,156.0,,,,0.0,12295.0,2918.0,,2.0,,336.0,,349.0,,8.0,,543.0,0.0,
2011-08-29,,,,0.0,90.0,3.0,,,,4.0,0.0,51.0,,,1165.0,136.0,,,,538.0,,,,42.0,8525.0,3184.0,,0.0,,655.0,,359.0,,7.0,,1411.0,6.0,
2011-08-30,,,,0.0,46.0,6.0,,,,11.0,0.0,73.0,,,1843.0,99.0,,,,362.0,,,,23.0,6151.0,4511.0,,4.0,,949.0,,279.0,,51.0,,1342.0,3.0,
2011-08-31,,,,0.0,59.0,0.0,,,,1.0,0.0,64.0,,,2749.0,201.0,,,,128.0,,,,9.0,3087.0,3015.0,,0.0,,624.0,,421.0,,43.0,,1519.0,2.0,
2011-09-01,,,,0.0,151.0,0.0,,,,0.0,0.0,102.0,,,1221.0,17.0,,,,307.0,,,,0.0,3553.0,2236.0,,4.0,,699.0,,287.0,,49.0,,1194.0,2.0,
2011-09-02,,,,0.0,41.0,0.0,,,,0.0,0.0,86.0,,,1975.0,25.0,,,,192.0,,,,0.0,2692.0,3817.0,,0.0,,476.0,,520.0,,27.0,,1142.0,9.0,
2011-09-03,,,,0.0,40.0,0.0,,,,0.0,0.0,31.0,,,2142.0,3.0,,,,144.0,,,,0.0,6082.0,3903.0,,9.0,,456.0,,158.0,,46.0,,765.0,2.0,
2011-09-04,,,,0.0,15.0,0.0,,,,0.0,0.0,38.0,,,3347.0,13.0,,,,134.0,,,,0.0,4142.0,3609.0,,5.0,,266.0,,615.0,,40.0,,889.0,1.0,
2011-09-05,,,,0.0,54.0,0.0,,,,0.0,0.0,38.0,,,2827.0,104.0,,,,105.0,,,,10.0,2684.0,2779.0,,4.0,,144.0,,552.0,,26.0,,1118.0,0.0,
2011-09-06,,,,0.0,160.0,0.0,,,,4.0,0.0,36.0,,,699.0,193.0,,,,193.0,,,,3.0,2278.0,2782.0,,5.0,,444.0,,370.0,,37.0,,1446.0,6.0,
2011-09-07,,,,2.0,129.0,0.0,,,,9.0,0.0,76.0,,,821.0,105.0,,,,275.0,,,,2.0,1325.0,4099.0,,0.0,,581.0,,501.0,,30.0,,1228.0,5.0,
2011-09-08,,,,0.0,135.0,0.0,,,,16.0,0.0,40.0,,,452.0,21.0,,,,409.0,,,,13.0,1294.0,2079.0,,0.0,,5.0,,389.0,,32.0,,1076.0,9.0,
2011-09-09,,,,0.0,71.0,0.0,,,,1.0,0.0,56.0,,,472.0,22.0,,,,420.0,,,,12.0,3653.0,369.0,,16.0,,0.0,,165.0,,35.0,,1308.0,20.0,
2011-09-10,,,,0.0,66.0,0.0,,,,0.0,0.0,60.0,,,1562.0,3.0,,,,101.0,,,,0.0,7886.0,2641.0,,0.0,,161.0,,139.0,,42.0,,617.0,6.0,
2011-09-11,,,,3.0,51.0,0.0,,,,0.0,0.0,59.0,,,2037.0,49.0,,,,85.0,,,,0.0,2927.0,4687.0,,0.0,,212.0,,163.0,,20.0,,748.0,8.0,
2011-09-12,,,,0.0,74.0,0.0,,,,1.0,0.0,46.0,,,1511.0,35.0,,,,479.0,,,,7.0,810.0,3035.0,,0.0,,782.0,,554.0,,28.0,,1105.0,8.0,
2011-09-13,,,,0.0,54.0,0.0,,,,0.0,0.0,57.0,,,976.0,39.0,,,,507.0,,,,75.0,1439.0,5656.0,,0.0,,551.0,,684.0,,42.0,,1529.0,8.0,
2011-09-14,,,,0.0,61.0,0.0,,,,0.0,0.0,43.0,,,1312.0,19.0,,,,331.0,,,,3.0,2276.0,1924.0,,0.0,,419.0,,465.0,,93.0,,1116.0,5.0,
2011-09-15,,,,0.0,91.0,0.0,,,,1.0,0.0,83.0,,,2118.0,111.0,,,,196.0,,,,0.0,3445.0,3311.0,,0.0,,498.0,,486.0,,79.0,,1636.0,6.0,
2011-09-16,,,,0.0,23.0,0.0,,,,10.0,0.0,55.0,,,1666.0,16.0,,,,248.0,,,,0.0,3924.0,5469.0,,0.0,,503.0,,371.0,,47.0,,1143.0,0.0,
2011-09-17,,,,0.0,2.0,0.0,,,,0.0,0.0,47.0,,,806.0,5.0,,,,155.0,,,,0.0,4016.0,6076.0,,0.0,,80.0,,245.0,,51.0,,875.0,2.0,
2011-09-18,,,,0.0,12.0,0.0,,,,0.0,0.0,48.0,,,4101.0,8.0,,,,116.0,,,,0.0,3999.0,10256.0,,0.0,,86.0,,44.0,,50.0,,669.0,7.0,
2011-09-19,,,,0.0,23.0,0.0,,,,0.0,0.0,49.0,,,2910.0,31.0,,,,307.0,,,,0.0,4233.0,13827.0,,0.0,,86.0,,97.0,,52.0,,1203.0,10.0,
2011-09-20,,,,0.0,14.0,0.0,,,,2.0,5.0,45.0,,,1257.0,61.0,,,,148.0,,,,0.0,3368.0,11361.0,,1.0,,194.0,,1.0,,56.0,,1353.0,8.0,
2011-09-21,,,,0.0,57.0,0.0,,,,7.0,2.0,22.0,,,1205.0,72.0,,,,188.0,,,,0.0,2858.0,11169.0,,0.0,,527.0,,0.0,,38.0,,783.0,4.0,
2011-09-22,,,,0.0,58.0,0.0,,,,4.0,24.0,32.0,,,1328.0,51.0,,,,155.0,,,,0.0,5492.0,3238.0,,0.0,,379.0,,226.0,,38.0,,1040.0,9.0,
2011-09-23,,,,0.0,41.0,0.0,,,,11.0,30.0,36.0,,,1496.0,54.0,,,,199.0,,,,0.0,7363.0,1856.0,,0.0,,261.0,,440.0,,26.0,,1056.0,6.0,
2011-09-24,,,,0.0,17.0,0.0,,,,0.0,0.0,34.0,,,602.0,19.0,,,,130.0,,,,0.0,4805.0,296.0,,0.0,,205.0,,376.0,,35.0,,734.0,5.0,
